"latitude","longitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity_INLAND","ocean_proximity_ISLAND","ocean_proximity_NEAR BAY","ocean_proximity_NEAR OCEAN","median_house_value"
34.04,-118.22,43,798,308,1417,325,1.4189,0,0,0,0,141700
32.55,-117.06,5,3223,940,3284,854,1.4384,0,0,0,1,108800
34.26,-118.43,37,1269,348,1835,335,3.2583,0,0,0,0,147200
37.98,-121.34,8,2628,428,1158,393,5.3002,1,0,0,0,191700
37.08,-122.25,20,1201,282,601,234,2.5556,0,0,0,1,177500
38.39,-121.37,15,1883,254,893,256,6.2575,1,0,0,0,143500
34.27,-118.75,24,3241,461,1567,446,5.5983,0,0,0,0,233300
33.76,-117.82,33,2774,428,1229,407,6.2944,0,0,0,0,265600
38.68,-121.47,19,946,182,474,173,5.0155,1,0,0,0,97300
34.29,-118.41,35,1008,204,1162,215,3.35,0,0,0,0,147600
33.76,-117.78,25,2260,261,719,254,11.4537,0,0,0,0,500001
36.73,-119.8,45,925,231,797,228,1.7011,1,0,0,0,44800
33.99,-118.31,45,1489,339,791,316,2.2339,0,0,0,0,104800
34.04,-118.49,48,2381,345,859,306,8.0257,0,0,0,0,500001
38.25,-120.37,13,4495,856,1149,459,2.5352,1,0,0,0,113700
34.08,-117.64,33,1987,455,1369,475,2.4464,1,0,0,0,122600
33.03,-117.05,14,5180,1051,1639,991,4.5,0,0,0,0,222200
37.63,-122.41,35,865,226,602,217,3,0,0,0,1,229100
34.1,-117.87,15,6409,1363,3359,1267,3.875,0,0,0,0,173300
34.07,-118.38,16,4814,1381,1897,1209,3.3725,0,0,0,0,375000
37.81,-122.28,17,924,289,609,289,1.5,0,0,1,0,162500
33.87,-117.98,29,1310,332,937,294,3.8068,0,0,0,0,158700
37.6,-122.4,52,1380,203,530,210,6.221,0,0,0,1,420300
34.68,-117.28,28,1932,421,1156,404,1.8958,1,0,0,0,55600
33.7,-117.94,18,4827,718,2471,716,6.1181,0,0,0,0,284500
33.57,-117.71,4,3289,753,1285,651,4.045,0,0,0,0,226000
38.35,-122.71,11,2242,699,1203,642,2.3464,0,0,0,0,104200
40.57,-122.4,23,1321,259,749,222,1.655,1,0,0,0,90100
34.01,-118.44,41,1309,221,534,228,5.1708,0,0,0,0,418800
34.2,-118.58,35,1323,228,756,216,4.233,0,0,0,0,221300
33.86,-118.17,44,1701,396,1091,384,3.025,0,0,0,0,162300
33.66,-117.98,26,3527,547,1615,542,6.1624,0,0,0,0,279400
36.7,-119.57,30,2370,412,1248,410,3.1442,1,0,0,0,72300
37.89,-122.29,52,979,175,374,153,5.1675,0,0,1,0,270600
35.32,-119.01,23,4870,965,2717,928,2.596,1,0,0,0,70000
38.66,-121.34,17,1149,257,583,243,2.8092,1,0,0,0,137500
34.07,-118.26,36,2306,813,2823,765,2.0214,0,0,0,0,170500
38.44,-122.76,14,4376,797,1809,746,3.8244,0,0,0,0,180000
33.89,-117.92,18,2895,487,1116,429,5.4716,0,0,0,0,400000
33.02,-116.88,16,3204,541,1818,529,5.2596,0,0,0,0,171500
36.81,-121.69,18,2837,522,1454,458,4.5272,0,0,0,0,221000
39.39,-123.34,18,2821,628,1636,615,2.3333,0,0,0,0,84000
34.1,-118.32,30,2193,965,2197,836,1.8277,0,0,0,0,137500
37.35,-122.08,35,1347,207,548,189,7.7068,0,0,1,0,500001
33.8,-117.93,34,3903,717,2054,716,4.2731,0,0,0,0,218000
37.69,-122.49,35,2576,443,1273,433,4.7391,0,0,0,1,272800
37.31,-121.81,14,2731,578,1109,551,3.1382,0,0,0,0,139700
34.02,-118.3,42,2386,670,2327,661,1.6699,0,0,0,0,108000
37.73,-121.06,5,2256,420,1246,397,4.9236,1,0,0,0,155900
37.79,-122.19,45,2718,451,1106,454,4.6563,0,0,1,0,231800
33.98,-117.37,43,2862,772,1878,675,2.1151,1,0,0,0,96700
33.77,-118.17,25,4405,1262,2178,1090,3.0503,0,0,0,1,225000
33.94,-116.57,29,551,166,224,107,1.1917,1,0,0,0,50000
38.34,-122.71,23,2744,588,1493,557,3.1781,0,0,0,0,162000
37.96,-121.31,52,1938,332,788,320,3.6094,1,0,0,0,118400
33.91,-118.19,35,2695,748,2935,706,2.0134,0,0,0,0,132400
37.75,-122.42,52,1974,525,935,465,2.7173,0,0,1,0,300000
38.97,-122.78,11,5175,971,2144,792,3.0466,1,0,0,0,97300
33.88,-118.26,40,519,102,330,95,3.0972,0,0,0,0,108500
33.61,-117.73,16,590,130,178,121,4.8611,0,0,0,0,186800
34.17,-118.52,20,17377,4457,7450,4204,3.2154,0,0,0,0,259600
33.82,-118.21,33,1278,311,1157,320,3.5054,0,0,0,1,146800
37.88,-122.17,32,3633,508,1393,506,7.6917,0,0,1,0,401800
34.27,-118.75,26,966,191,690,191,5.1698,0,0,0,0,188000
34.25,-118.61,16,8295,1506,3903,1451,5.5111,0,0,0,0,276600
40.8,-124.14,32,1373,312,872,306,2.5,0,0,0,1,72600
34.16,-118.25,14,3700,945,1681,905,3.9054,0,0,0,0,200000
37.74,-122.44,23,6291,1269,2818,1198,4.2672,0,0,1,0,391900
37.66,-121.87,27,1569,242,583,214,5.7519,1,0,0,0,278500
36.47,-119.37,26,337,69,277,73,2.3438,1,0,0,0,100000
34.08,-118.42,46,1399,148,410,152,15.0001,0,0,0,0,500001
34.75,-120.18,17,2074,382,1035,359,3.7958,0,0,0,0,400000
38.61,-121.46,43,705,178,464,159,2.4205,1,0,0,0,60900
35.87,-119.3,20,1934,377,1341,336,2.1434,1,0,0,0,62600
36.72,-119.82,17,1276,242,927,238,2.6176,1,0,0,0,54100
34.06,-118.25,12,4011,1438,1673,1088,5.3081,0,0,0,0,287500
38.31,-120.27,13,3297,662,267,97,3.075,1,0,0,0,108300
33.93,-118.33,37,1831,356,925,338,4.4091,0,0,0,0,148400
34.25,-118.46,32,2217,422,1064,427,3.6989,0,0,0,0,208600
34.24,-118.37,40,1283,246,594,236,4.1121,0,0,0,0,229200
33.8,-117.84,35,1490,251,629,257,4.3661,0,0,0,0,222100
33.78,-117.88,26,3141,670,1572,724,3.3472,0,0,0,0,237400
40.57,-123.96,31,1854,365,883,310,2.3167,0,0,0,0,92600
32.58,-117.11,21,2894,685,2109,712,2.2755,0,0,0,1,125000
33.84,-117.26,12,1159,209,523,159,2.7232,1,0,0,0,123200
35.37,-118.94,33,3372,741,2352,704,2.0643,1,0,0,0,57600
38,-121.88,16,2605,440,1352,408,4.1947,1,0,0,0,140300
33.83,-118.19,42,1773,360,815,299,4.9,0,0,0,1,406300
38.69,-121.8,8,3544,691,2118,678,3.7477,1,0,0,0,122200
33.87,-118.09,31,3498,728,2098,697,3.9837,0,0,0,0,246000
34.25,-118.48,36,1951,395,1040,375,5.1619,0,0,0,0,195300
37.8,-122.41,52,2618,611,1328,559,4.1607,0,0,1,0,350000
34.19,-118.4,30,521,126,306,129,4.1125,0,0,0,0,216700
34.04,-117.97,32,1507,295,1326,324,4.119,0,0,0,0,163300
34.18,-118.41,43,1840,356,966,323,4.7171,0,0,0,0,237900
34.15,-118.47,7,6306,1473,2381,1299,4.642,0,0,0,0,457300
37.84,-122.26,52,696,191,345,174,2.6736,0,0,1,0,191300
33.81,-118.38,36,1018,148,329,169,10.5045,0,0,0,1,500001
33.08,-116.77,13,1406,260,737,279,5.5842,0,0,0,0,239100
34.03,-118.36,36,1083,342,1023,295,2.1324,0,0,0,0,143800
37.8,-122.42,50,2494,731,958,712,3.2356,0,0,1,0,500001
34.43,-119.73,35,2703,654,1383,631,4.5278,0,0,0,1,340400
33.84,-116.51,16,980,193,454,185,4.0729,1,0,0,0,100000
33.19,-117.23,22,2554,447,1147,422,3.6346,0,0,0,0,192500
36.8,-119.71,17,2056,366,1259,367,3.9338,1,0,0,0,84700
34.1,-117.63,15,4799,1209,2554,1057,2.6582,1,0,0,0,122800
35.76,-120.7,15,1914,425,1130,421,2.2165,0,0,0,0,90600
32.97,-116.67,16,349,74,120,43,5.359,0,0,0,0,193800
34.1,-117.67,28,1263,248,601,219,3.875,1,0,0,0,174000
39.05,-122.92,16,1548,295,605,250,3.5652,1,0,0,0,119000
40.26,-120.2,26,2399,518,1037,443,2.6765,1,0,0,0,47600
34.1,-117.72,46,2477,458,1034,455,5.5,1,0,0,0,289700
33.98,-118.35,33,1884,477,1518,449,3.1194,0,0,0,0,152800
37.24,-122.04,24,1521,209,539,192,11.1557,0,0,0,0,500001
35.44,-119.05,5,2133,487,1182,438,3.0268,1,0,0,0,77000
34.01,-118.32,50,1842,377,817,341,3.1548,0,0,0,0,157700
33.87,-118.05,18,4928,773,2952,754,5.8855,0,0,0,0,313800
34.17,-118.53,18,6430,1412,2897,1348,3.855,0,0,0,0,243800
34.12,-117.79,16,2426,426,1319,446,4.8125,1,0,0,0,224500
35.12,-120.61,12,3430,793,1840,720,2.9821,0,0,0,0,162000
37.69,-122.15,36,1501,287,703,276,3.8864,0,0,1,0,197300
38.31,-122.31,32,2577,458,1172,447,3.8796,0,0,1,0,175500
38.34,-121.96,7,3292,698,1911,702,3.89,1,0,0,0,140300
37.52,-122.3,38,2769,387,994,395,5.5902,0,0,0,1,417000
37.86,-122.27,52,2307,583,1127,548,1.8447,0,0,1,0,198200
35.38,-119.12,18,1521,269,706,279,4.4196,1,0,0,0,121000
37.98,-122.33,3,2850,544,1024,515,6.0115,0,0,1,0,175000
33.78,-117.06,17,2813,565,1345,488,2.5847,1,0,0,0,145300
33.93,-116.98,33,376,83,267,88,2.1581,1,0,0,0,68300
33.69,-117.93,19,2602,439,1156,424,5.01,0,0,0,0,263800
35.41,-118.96,29,3548,729,1542,659,2.947,1,0,0,0,87100
36.13,-119.08,21,2271,376,1145,372,3.1528,1,0,0,0,113700
40.6,-122.25,16,2753,494,1414,459,3.8323,1,0,0,0,128300
33.99,-118.34,47,1107,199,437,178,3.7344,0,0,0,0,179400
36.79,-119.87,7,1932,419,1014,389,3.0938,1,0,0,0,76700
38.48,-122.66,16,2724,593,1124,586,2.825,0,0,0,0,186200
34.23,-119.16,26,5444,1293,3700,1158,2.7556,0,0,0,1,213200
34.04,-118.34,35,2345,607,2042,565,2.5955,0,0,0,0,139700
36.21,-121.12,16,1720,473,1427,291,2.1107,0,0,0,0,76200
37.65,-120.95,37,136,20,72,22,2.2279,1,0,0,0,225000
38.78,-121.18,13,3480,528,1432,532,6.1642,1,0,0,0,277800
33.9,-117.49,7,10235,2238,5271,2094,3.6071,1,0,0,0,159100
33.75,-117.86,39,275,87,554,103,3.5972,0,0,0,0,158000
34.09,-118.42,40,3552,392,1024,370,15.0001,0,0,0,0,500001
34.12,-118.2,44,1565,398,1500,407,2.8125,0,0,0,0,155600
33.79,-118.15,5,3700,993,1657,848,3.7826,0,0,0,1,196300
37.98,-122.49,34,1256,178,460,174,6.4271,0,0,1,0,451700
33.75,-118.42,22,17591,2604,6897,2492,8.2831,0,0,0,1,500001
33.86,-118.43,34,358,87,162,84,7.1264,0,0,0,1,500001
34.03,-118.34,49,1295,276,765,265,3.4306,0,0,0,0,130200
32.71,-117.14,52,800,313,1337,282,1.5594,0,0,0,1,87500
37.82,-121.89,4,11444,1355,3898,1257,13.2949,1,0,0,0,500001
37.38,-122.08,25,830,228,368,174,3.3917,0,0,1,0,342900
34.16,-118.34,46,1396,294,608,246,3.692,0,0,0,0,244500
37.39,-122.07,37,1169,239,589,249,5.0131,0,0,1,0,330300
35.38,-118.98,39,1497,383,1182,355,1.0648,1,0,0,0,50000
34.21,-118.44,20,5756,1477,4031,1369,3.2448,0,0,0,0,221200
39.07,-121.7,26,2668,510,1437,505,3.3125,1,0,0,0,100000
34.02,-118.12,32,1789,528,1429,517,1.8906,0,0,0,0,224500
32.69,-117.09,18,1645,430,1221,410,1.3269,0,0,0,1,108000
32.79,-117.25,27,848,300,455,298,3.0774,0,0,0,1,275000
33.69,-116.18,17,89,19,79,21,2.375,1,0,0,0,155000
34.01,-117.32,23,3021,527,1580,533,4.4063,1,0,0,0,129900
39.67,-120.24,52,296,63,143,56,3.625,1,0,0,0,68600
33.1,-117.31,15,2392,446,747,421,3.5341,0,0,0,1,500001
34.09,-118.22,40,1081,282,970,263,1.875,0,0,0,0,150000
34.58,-118.06,36,1493,258,899,260,3.86,1,0,0,0,109300
38.23,-120.37,13,4401,829,924,383,2.6942,1,0,0,0,123500
33.24,-117.23,26,1991,330,1014,304,4.3068,0,0,0,0,240100
33.77,-118.08,26,2013,551,664,510,2.2708,0,0,0,0,67500
33.99,-118.19,36,1273,379,1398,353,2.4516,0,0,0,0,147800
33.74,-118.29,52,1438,472,1018,399,2.2188,0,0,0,1,306700
34.1,-118.18,10,1907,398,921,369,4.875,0,0,0,0,200400
34.02,-118.41,16,5825,1866,3390,1752,3.0965,0,0,0,0,320000
34.06,-118.11,30,1547,436,1700,410,2.5488,0,0,0,0,187500
37.31,-122.03,25,2131,410,1132,395,5.3508,0,0,0,0,409100
37.96,-122.04,28,1207,252,724,252,3.6964,0,0,1,0,165700
34.02,-117.49,35,2051,427,1466,425,3.6711,1,0,0,0,108200
34.22,-119.06,13,4175,1321,2257,1271,3.1446,0,0,0,0,177100
36.61,-119.54,20,1490,318,1474,326,1.4937,1,0,0,0,54700
37.07,-120.85,16,1795,362,1642,340,2.5363,1,0,0,0,86300
32.64,-117.1,29,1578,460,1236,461,2.5658,0,0,0,1,134700
32.93,-117.12,7,1427,243,927,239,5.3625,0,0,0,0,218900
34.2,-118.32,36,1978,337,834,311,3.9866,0,0,0,0,294400
34.11,-118.33,48,1601,464,784,461,3.0642,0,0,0,0,342900
37.75,-122.17,44,1218,248,763,254,2.3281,0,0,1,0,88800
34.02,-117.62,16,2040,325,1207,324,5.0431,1,0,0,0,164100
34,-118.26,41,1733,492,1776,453,1.6221,0,0,0,0,104200
34.2,-118.59,18,847,185,733,178,5.2149,0,0,0,0,201900
32.77,-117.19,30,2747,640,3185,657,3.765,0,0,0,1,238000
38.02,-122.26,5,3846,786,2053,716,5.0473,0,0,1,0,184800
38.1,-122.26,24,1213,395,699,386,1.3007,0,0,1,0,94600
33.22,-117.22,17,3675,672,1693,597,3.3882,0,0,0,0,190800
34.1,-118.19,42,1577,379,1317,378,3.2121,0,0,0,0,153900
37.34,-121.88,40,1547,625,1493,543,1.2887,0,0,0,0,212500
34.12,-117.81,23,7063,1176,3100,1112,4.8229,1,0,0,0,192600
34.82,-118.93,8,508,111,229,84,4.0332,1,0,0,0,128300
40.2,-122.38,16,2722,511,1366,495,2.8447,1,0,0,0,87700
32.81,-116.91,22,4331,637,1952,654,5.4834,0,0,0,0,232000
33.93,-118.01,31,3395,742,1886,737,4.4118,0,0,0,0,174400
37.46,-122.22,13,2888,546,1182,504,6.0255,0,0,0,1,409300
34.21,-118.39,14,2807,868,2729,803,2.6667,0,0,0,0,172400
39.1,-121.56,28,2130,484,1195,439,1.3631,1,0,0,0,45500
34.13,-118.12,52,2935,341,975,327,11.706,0,0,0,0,500001
34.04,-117.5,4,3428,649,2158,632,5.0175,1,0,0,0,143400
34.07,-118.3,46,5677,2610,7443,2406,1.8238,0,0,0,0,237500
38.67,-121.29,20,1992,363,889,346,3.6516,1,0,0,0,130500
33.6,-117.68,19,3913,460,1646,454,7.2147,0,0,0,0,303900
34.15,-118.15,49,806,199,698,172,2.3654,0,0,0,0,137500
37.41,-122.08,20,1896,456,1069,436,4.6875,0,0,1,0,288900
37.56,-122.32,26,2339,704,1283,654,3.162,0,0,0,1,415000
33.94,-118.02,33,2382,404,1339,389,5.3016,0,0,0,0,192200
36.61,-120.19,29,1479,338,1408,322,2.293,1,0,0,0,57200
32.8,-117.25,35,2281,506,1005,496,4.2296,0,0,0,1,275000
38.03,-121.92,16,2176,464,1410,434,3.5436,1,0,0,0,100200
38.89,-121.29,10,653,120,407,146,3.3889,1,0,0,0,110800
36.19,-118.37,10,443,111,48,21,3.125,1,0,0,0,71300
37.76,-120.79,14,3531,508,1505,497,5.5228,1,0,0,0,275300
33.92,-117.88,13,3292,727,1565,698,5.457,0,0,0,0,308800
37.8,-122.41,52,1724,416,1016,395,3.3839,0,0,1,0,400000
37.81,-122.37,26,5416,1045,4531,962,2.7909,0,0,1,0,250000
34.05,-117.19,33,1688,313,808,298,3.2188,1,0,0,0,117800
37.79,-122.25,39,461,129,381,123,1.6,0,0,1,0,112500
38.72,-121.27,6,4664,644,2105,663,6.0804,1,0,0,0,198700
33.93,-117.94,33,1770,370,1346,366,4.0833,0,0,0,0,162500
35.34,-119.01,44,1730,343,782,278,3.0208,1,0,0,0,63700
40.77,-122.96,29,1637,297,753,270,3.2891,1,0,0,0,93100
36.92,-121.74,17,2648,589,1193,540,2.4461,0,0,0,0,151700
33.65,-117.97,26,2379,336,988,346,5.3674,0,0,0,0,339300
33.79,-116.46,10,6960,1487,1130,661,2.1411,1,0,0,0,136400
34.07,-118.33,52,1482,171,531,161,15.0001,0,0,0,0,500001
33.85,-117.93,36,2147,416,1011,392,3.2188,0,0,0,0,196900
36.55,-121.92,44,3494,635,693,415,3.6,0,0,0,1,452800
36.75,-119.72,27,1691,282,869,337,3.9514,1,0,0,0,86900
37.31,-121.78,25,2093,297,983,338,6.4664,0,0,0,0,271500
33.85,-118.11,36,887,163,482,157,4.125,0,0,0,0,219500
40.57,-122.32,15,2524,449,1374,467,3.3816,1,0,0,0,93800
33.18,-117.37,19,1931,509,855,394,2.6979,0,0,0,1,266700
33.15,-117.04,15,13814,2888,6583,2789,2.8247,0,0,0,0,150000
32.54,-117.04,7,938,297,1187,282,1.2667,0,0,0,1,67500
36.71,-119.52,21,1834,321,1120,314,2.59,1,0,0,0,69300
34.06,-117.42,27,2532,495,1305,436,2.9107,1,0,0,0,143100
38.62,-121.46,35,3326,696,2511,649,1.9871,1,0,0,0,60900
40.58,-122.41,35,2072,385,1029,375,2.8512,1,0,0,0,75600
33.77,-118.03,27,2000,310,880,294,5.635,0,0,0,0,218900
38.29,-122.3,25,1701,427,1021,399,3.0404,0,0,1,0,142100
40.61,-122.57,27,1540,315,883,321,2.8036,1,0,0,0,93400
36.13,-120.36,29,1938,434,1306,415,3.0134,1,0,0,0,55500
38.54,-121.47,36,2099,510,1845,483,1.4138,1,0,0,0,52500
37.6,-120.87,32,4579,914,2742,856,2.6619,1,0,0,0,86200
33.91,-118.23,34,789,200,1041,191,3.119,0,0,0,0,90300
33.73,-117.93,19,4021,557,1872,545,6.7919,0,0,0,0,295600
34.1,-118.3,37,5305,1980,3895,1874,2.0672,0,0,0,0,283300
37.1,-121.9,23,1708,287,670,238,6.4517,0,0,0,0,356600
34.21,-117.12,19,4641,994,1334,474,4.5972,1,0,0,0,123900
39.5,-121.44,26,1652,325,790,292,3.0446,1,0,0,0,90800
38.06,-122.56,19,15622,2721,6109,2615,5.0965,0,0,1,0,295300
34.19,-118.44,29,1599,459,1143,438,2.4583,0,0,0,0,199100
35.75,-119.25,36,1598,443,1658,417,1.517,1,0,0,0,52100
32.76,-117.12,27,1426,364,792,353,2.0673,0,0,0,1,118800
38.83,-121.18,15,4488,859,2114,805,2.9484,1,0,0,0,124400
38.52,-122.85,13,4808,848,2568,762,3.6583,0,0,0,0,183200
37.64,-121.01,52,201,35,74,22,1.3036,1,0,0,0,75000
34.08,-117.9,32,2068,356,976,370,5.212,0,0,0,0,201200
33.95,-118.29,32,721,205,842,208,1.6029,0,0,0,0,89700
37.29,-121.91,36,945,149,371,158,5.6266,0,0,0,0,320500
33.72,-117.9,33,2613,562,3150,543,4.3899,0,0,0,0,180700
34.09,-118.33,36,654,186,416,138,3.6953,0,0,0,0,200000
39,-122.7,18,793,148,186,59,2.3125,1,0,0,0,162500
37.5,-122.26,52,878,186,393,186,3.7045,0,0,0,1,360500
38.71,-121.44,25,2336,406,1172,408,3.5129,1,0,0,0,101200
37.62,-121.02,14,5737,1286,4722,1210,1.6731,1,0,0,0,95800
33.11,-117.09,32,1713,321,891,286,3.1429,0,0,0,0,171600
33.99,-118.41,36,1089,234,632,215,3.6538,0,0,0,0,276100
34.15,-116.33,13,1808,411,735,320,1.5489,1,0,0,0,57400
34.12,-117.99,37,1527,331,1504,324,3.2857,1,0,0,0,130100
37.54,-122.29,43,2268,438,1151,449,4.9091,0,0,0,1,293200
34.05,-117.19,52,1949,432,767,392,2.5143,1,0,0,0,117600
33.84,-118.14,45,1908,361,890,342,4.575,0,0,0,0,336000
33.98,-118.07,32,3304,714,2032,690,3.2093,0,0,0,0,167800
37.78,-122.45,45,2747,699,1320,693,3.1576,0,0,1,0,333300
34.4,-116.94,20,6541,1401,2631,980,2.1339,1,0,0,0,78500
37.6,-122.06,22,3009,497,1640,514,4.625,0,0,1,0,235300
36.85,-121.38,13,4115,782,2903,747,3.7316,1,0,0,0,192400
37.74,-122.41,38,1754,382,928,354,4.1417,0,0,1,0,270800
32.76,-117.11,31,2293,549,1108,557,3.3854,0,0,0,1,204400
37.94,-122.54,39,3670,775,1519,788,4.4081,0,0,1,0,435200
33.96,-118.36,17,3431,934,2365,810,3.0393,0,0,0,0,129200
37.96,-121.33,42,1619,340,906,339,2.5488,1,0,0,0,80300
32.87,-117.22,5,3511,1008,1599,918,3.8542,0,0,0,1,176600
33.82,-118,18,2947,559,1820,551,4.5294,0,0,0,0,224800
33.9,-117.96,10,2423,356,1213,347,6.5635,0,0,0,0,346900
33.96,-118.3,39,2802,618,1524,529,2.6518,0,0,0,0,136300
38.38,-120.77,15,4221,816,1737,743,2.3125,1,0,0,0,128600
33.74,-117.9,24,2932,955,5516,911,2.7535,0,0,0,0,111000
37.75,-122.41,9,1282,334,1176,305,2.6538,0,0,1,0,206300
34.07,-118.41,52,1202,142,408,138,15.0001,0,0,0,0,500001
32.92,-117.18,4,15025,2616,7560,2392,5.196,0,0,0,0,210700
39.5,-121.52,33,1462,241,569,231,3.2833,1,0,0,0,82600
32.8,-117.15,23,2395,476,2284,488,3.7292,0,0,0,1,146300
33.85,-117.96,36,1951,365,1254,358,4.8438,0,0,0,0,185700
40.75,-122.79,17,3851,818,1352,560,2.125,1,0,0,0,71700
32.67,-117.07,28,2758,623,2179,631,2.3814,0,0,0,1,112300
33.84,-118.17,45,1853,328,945,320,5.0787,0,0,0,0,219200
34.23,-117.27,26,6339,1244,1177,466,3.7708,1,0,0,0,110400
33.67,-117.9,25,639,98,311,93,6.6833,0,0,0,0,275900
37.54,-120.72,17,729,134,431,121,4.2188,1,0,0,0,131300
37.79,-122.25,52,902,237,846,227,3.625,0,0,1,0,125000
40.13,-120.71,19,897,180,276,110,2.9554,1,0,0,0,89400
38.93,-122.6,16,1657,390,572,301,1.4767,1,0,0,0,62000
37.94,-122.34,47,2313,433,947,430,3.942,0,0,1,0,143300
37.79,-122.23,49,1175,217,859,219,2.293,0,0,1,0,106300
33.11,-117.31,7,7974,1703,2904,1550,4.1282,0,0,0,1,188100
33.93,-118.34,36,1528,486,1824,470,2.2679,0,0,0,0,153900
39.79,-120.53,18,1234,266,543,201,2.5156,1,0,0,0,71900
38.26,-122.73,35,3941,645,1668,620,4.385,0,0,0,0,317700
34.08,-118.27,46,3007,854,2587,814,2.7179,0,0,0,0,184300
33.67,-117.67,5,10534,2035,4656,1863,5.7797,0,0,0,0,309200
34.05,-117.64,32,1129,251,1378,268,3.0057,1,0,0,0,96900
34.07,-118.25,43,764,322,1275,306,2,0,0,0,0,175000
38.73,-121.01,7,6322,1046,2957,1024,4.7276,1,0,0,0,197500
33.74,-116.29,6,12991,2555,4571,1926,4.7195,1,0,0,0,199300
33.72,-117.87,39,3167,669,2789,619,3.5902,0,0,0,0,165900
33.67,-117.96,16,5143,652,2209,637,7.0173,0,0,0,0,382100
33.92,-117.97,32,2620,398,1296,429,5.7796,0,0,0,0,241300
33.78,-118.19,21,2741,1029,2924,969,1.3274,0,0,0,1,218800
36.31,-119.64,27,1513,314,1071,284,1.5909,1,0,0,0,50100
34.12,-118.08,34,2921,641,1541,562,3.6827,0,0,0,0,264100
34.15,-118.83,16,3380,731,1227,641,4.2857,0,0,0,1,233200
34.2,-118.23,48,1473,294,807,296,3.399,0,0,0,0,306300
33.7,-116.2,26,2399,625,2654,535,2.2989,1,0,0,0,60600
37.68,-121.04,28,1909,398,1140,380,2.3783,1,0,0,0,81400
34.08,-117.99,11,2399,527,2307,531,3.5625,1,0,0,0,141000
33.71,-118.02,23,5554,995,2408,936,5.3886,0,0,0,0,331900
36.75,-119.76,41,1576,417,1567,366,1.2545,1,0,0,0,45500
37.31,-120.45,20,4379,753,2055,716,3.7652,1,0,0,0,133500
33.71,-117.77,5,4050,584,1986,598,7.5847,0,0,0,0,375700
37.38,-121.83,15,4430,992,3278,1018,4.5533,0,0,0,0,209900
33.96,-118.24,39,643,186,821,191,2.5729,0,0,0,0,97300
37.79,-121.22,38,2152,451,1320,457,2.5025,1,0,0,0,101900
38.68,-120.63,14,1821,316,769,266,3.0789,1,0,0,0,131700
37.83,-122.11,19,5130,741,1887,712,7.203,0,0,1,0,369900
37.38,-121.87,16,3275,529,1863,527,5.5429,0,0,0,0,269100
37.98,-121.7,9,3079,519,1562,512,5.1041,1,0,0,0,172900
37.63,-122.07,24,2329,465,1401,453,4.5913,0,0,1,0,177600
37.86,-122.22,21,7099,1106,2401,1138,8.3014,0,0,1,0,358500
36.35,-119.65,21,1745,266,837,292,4.3911,1,0,0,0,107900
33.95,-118.24,37,441,125,390,98,1.6513,0,0,0,0,90200
35.37,-119.01,35,120,35,477,41,1.9125,1,0,0,0,47500
36.31,-119.77,14,3677,863,2191,785,2.6218,1,0,0,0,69100
38.25,-122.04,32,1203,287,571,255,3.0938,1,0,0,0,110400
34.22,-118.56,35,1843,329,1041,317,4.4271,0,0,0,0,205100
37.78,-122.44,52,2695,657,1243,573,2.8569,0,0,1,0,372200
34.03,-117.04,29,3375,795,1760,699,2.7028,1,0,0,0,92000
37.64,-118.97,14,2284,622,342,137,3.0921,1,0,0,0,87500
33.73,-117.99,24,2104,421,1181,414,3.8365,0,0,0,0,250900
36.62,-121.91,52,1431,300,657,293,3.2865,0,0,0,0,240100
40.45,-122.31,10,1187,236,728,248,2.0469,1,0,0,0,66800
37.9,-122.18,36,4760,610,1511,572,9.0064,0,0,1,0,500001
34.08,-117.4,21,3622,667,2503,720,3.8531,1,0,0,0,105400
34.13,-117.9,37,1801,422,1564,425,3.1597,0,0,0,0,133000
34.42,-119.69,52,302,112,392,114,2.5978,0,0,0,0,258300
33.97,-118.3,42,944,200,567,190,2.6311,0,0,0,0,124100
37.76,-122.17,47,2118,413,965,382,2.1842,0,0,1,0,107900
38.01,-121.92,7,1632,248,879,262,6.1237,1,0,0,0,166000
34.16,-118.24,52,850,162,493,160,6.9408,0,0,0,0,298800
34.17,-118.36,46,1268,240,661,239,4.0742,0,0,0,0,229100
34.21,-118.86,26,3354,659,2020,648,4.1576,0,0,0,0,211800
32.73,-117.11,34,1096,221,574,223,3.8355,0,0,0,1,126700
37.77,-122.48,52,2556,595,1202,568,3.8899,0,0,1,0,348500
37.06,-122.07,31,1634,370,939,332,3.8625,0,0,0,1,232300
37.33,-121.9,11,1283,390,718,345,4.226,0,0,0,0,166700
37.51,-122.3,35,2789,445,1156,404,5.4322,0,0,0,1,391000
33.93,-118.28,52,117,33,74,45,0.4999,0,0,0,0,90600
33.77,-118.41,22,7554,991,2808,946,10.06,0,0,0,1,500001
33.83,-118.17,45,2019,363,880,339,4.1023,0,0,0,1,217300
37.77,-122.16,48,977,194,446,180,4.7708,0,0,1,0,156300
37.4,-122.12,31,2356,405,921,358,7.0245,0,0,1,0,500001
37.68,-121.78,17,3112,872,1392,680,3.0222,1,0,0,0,172500
38.5,-121.52,19,4900,805,2519,855,4.8497,1,0,0,0,184400
32.75,-117.09,28,1220,391,1286,396,1.2286,0,0,0,1,105000
